,_politicianId,filingDate,txDate,txType,chamber,price,size,sizeRangeHigh,sizeRangeLow,value,filingId,filingURL,reportingGap,comment,asset.assetType,asset.assetTicker,issuer.country,issuer.issuerName,issuer.issuerTicker,issuer.sector,politician._stateId,politician.chamber,politician.dob,politician.firstName,politician.gender,politician.lastName,politician.party
15,F000462,2022-08-31,2022-07-21,sell,house,76.16,106,197,14,8000,204155676,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021618.pdf,41,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,CL:US,us,Colgate-Palmolive Co,CL:US,consumer-staples,fl,house,1948-05-16,Lois,female,Frankel,democrat
16,F000462,2022-08-31,2022-07-20,buy,house,90.71,89,166,12,8000,204155676,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021618.pdf,42,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,COP:US,us,Conocophillips,COP:US,energy,fl,house,1948-05-16,Lois,female,Frankel,democrat
17,F000462,2022-08-31,2022-08-03,buy,house,230.67,36,66,5,8000,204155676,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021618.pdf,28,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,GD:US,us,General Dynamics Corp,GD:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,democrat
18,F000462,2022-08-31,2022-07-20,buy,house,216.72,38,70,5,8000,204155676,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021618.pdf,42,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,GD:US,us,General Dynamics Corp,GD:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,democrat
19,F000462,2022-08-31,2022-07-27,sell,house,44.59,180,337,23,8000,204155676,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021618.pdf,35,SUBHOLDING OF: MORGAN STANLEY IRA - X142,stock,GXO:US,us,GXO Logistic Inc,GXO:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,democrat
20,F000462,2022-08-31,2022-07-22,sell,house,193.69,42,78,6,8000,204155676,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021618.pdf,40,SUBHOLDING OF: MORGAN STANLEY IRA - X142,stock,HUBB:US,us,Hubbell Inc,HUBB:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,democrat
21,F000462,2022-08-31,2022-07-19,sell,house,14.72,545,1020,69,8000,204155676,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021618.pdf,43,SUBHOLDING OF: MORGAN STANLEY IRA - X142,reit,HPP:US,us,Hudson Pacific Properties Inc,HPP:US,real-estate,fl,house,1948-05-16,Lois,female,Frankel,democrat
22,F000462,2022-08-31,2022-07-25,buy,house,53.25,151,282,19,8000,204155676,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021618.pdf,37,SUBHOLDING OF: MORGAN STANLEY IRA - X142,stock,LKQ:US,us,LKQ Corporation,LKQ:US,consumer-discretionary,fl,house,1948-05-16,Lois,female,Frankel,democrat
23,F000462,2022-08-31,2022-08-03,sell,house,481.75,18,32,3,8000,204155676,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021618.pdf,28,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,NOC:US,us,Northrop Grumman Corp,NOC:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,democrat
24,F000462,2022-08-31,2022-08-10,buy,house,169.67,48,89,6,8000,204155676,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021618.pdf,21,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,TGT:US,us,Target Corp,TGT:US,consumer-discretionary,fl,house,1948-05-16,Lois,female,Frankel,democrat
25,F000462,2022-08-31,2022-07-20,sell,house,133.15,61,113,8,8000,204155676,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021618.pdf,42,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,TT:US,ie,Trane Technologies PLC,TT:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,democrat
26,F000462,2022-08-31,2022-07-22,buy,house,139.22,58,108,8,8000,204155676,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021618.pdf,40,SUBHOLDING OF: MORGAN STANLEY IRA - X142,stock,TT:US,ie,Trane Technologies PLC,TT:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,democrat
27,F000462,2022-08-31,2022-07-28,sell,house,110.78,73,136,10,8000,204155676,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021618.pdf,34,SUBHOLDING OF: MORGAN STANLEY IRA - X142,stock,ZBH:US,us,Zimmer Biomet Holdings Inc,ZBH:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,democrat
28,F000462,2022-07-22,2022-06-22,buy,house,144.39,56,104,7,8000,204079444,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021425.pdf,30,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,AXP:US,us,American Express Co,AXP:US,financials,fl,house,1948-05-16,Lois,female,Frankel,democrat
29,F000462,2022-07-22,2022-06-15,buy,house,40.13,200,374,25,8000,204079444,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021425.pdf,37,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,CMCSA:US,us,Comcast Corp,CMCSA:US,communication-services,fl,house,1948-05-16,Lois,female,Frankel,democrat
30,F000462,2022-07-22,2022-06-22,sell,house,100.16,80,150,10,8000,204079444,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021425.pdf,30,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,DUK:US,us,Duke Energy Corp,DUK:US,utilities,fl,house,1948-05-16,Lois,female,Frankel,democrat
31,F000462,2022-07-22,2022-07-15,sell,house,14.15,566,1061,71,8000,204079444,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021425.pdf,7,SUBHOLDING OF: MORGAN STANLEY IRA - X142,reit,HPP:US,us,Hudson Pacific Properties Inc,HPP:US,real-estate,fl,house,1948-05-16,Lois,female,Frankel,democrat
32,F000462,2022-07-22,2022-06-29,sell,house,106.09,76,142,10,8000,204079444,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021425.pdf,23,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,SWK:US,us,Stanley Black & Decker Inc,SWK:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,democrat
33,F000462,2022-07-22,2022-07-13,sell,house,127.61,63,118,8,8000,204079444,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021425.pdf,9,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,TT:US,ie,Trane Technologies PLC,TT:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,democrat
34,F000462,2022-06-16,2022-06-01,buy,house,660.51,13,23,2,8000,204013848,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021233.pdf,15,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,BLK:US,us,Blackrock Inc,BLK:US,financials,fl,house,1948-05-16,Lois,female,Frankel,democrat
35,F000462,2022-06-16,2022-05-18,sell,house,257.57,32,59,4,8000,204013848,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021233.pdf,29,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,CI:US,us,Cigna Corp,CI:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,democrat
36,F000462,2022-06-16,2022-05-18,buy,house,141.52,57,106,8,8000,204013848,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021233.pdf,29,SUBHOLDING OF: MORGAN STANLEY IRA - X142,stock,FRC:US,us,First Republic Bank,FRC:US,financials,fl,house,1948-05-16,Lois,female,Frankel,democrat
37,F000462,2022-06-16,2022-05-18,buy,house,225.98,36,67,5,8000,204013848,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021233.pdf,29,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,GD:US,us,General Dynamics Corp,GD:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,democrat
38,F000462,2022-06-16,2022-05-25,sell,house,52.36,154,287,20,8000,204013848,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021233.pdf,22,SUBHOLDING OF: MORGAN STANLEY IRA - X142,stock,GXO:US,us,GXO Logistic Inc,GXO:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,democrat
39,F000462,2022-06-16,2022-06-14,sell,house,157.76,52,96,7,8000,204013848,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021233.pdf,2,SUBHOLDING OF: MORGAN STANLEY IRA - X142,stock,HELE:US,us,Helen of Troy Ltd,HELE:US,consumer-discretionary,fl,house,1948-05-16,Lois,female,Frankel,democrat
40,F000462,2022-06-16,2022-06-01,sell,house,91.14,88,165,11,8000,204013848,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021233.pdf,15,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,MRK:US,us,Merck & Co Inc,MRK:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,democrat
41,F000462,2022-06-16,2022-06-13,sell,house,110.1,74,137,10,8000,204013848,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021233.pdf,3,SUBHOLDING OF: MORGAN STANLEY IRA - X142,stock,ZBH:US,us,Zimmer Biomet Holdings Inc,ZBH:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,democrat
42,F000462,2022-06-06,2022-05-02,sell,house,837.49,10,18,2,8000,203999900,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020929.pdf,35,SUBHOLDING OF: MORGAN STANLEY IRA - X142,stock,Y:US,us,Alleghany Corp,Y:US,financials,fl,house,1948-05-16,Lois,female,Frankel,democrat
43,F000462,2022-06-06,2022-04-29,sell,house,836.5,10,18,2,8000,203999900,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020929.pdf,38,SUBHOLDING OF: MORGAN STANLEY IRA - X142,stock,Y:US,us,Alleghany Corp,Y:US,financials,fl,house,1948-05-16,Lois,female,Frankel,democrat
44,F000462,2022-06-06,2022-04-29,buy,house,26.38,304,569,38,8000,203999900,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020929.pdf,38,SUBHOLDING OF: MORGAN STANLEY IRA - X142,reit,COLD:US,us,Americold Realty Trust,COLD:US,real-estate,fl,house,1948-05-16,Lois,female,Frankel,democrat
45,F000462,2022-06-06,2022-05-02,buy,house,25.77,311,583,39,8000,203999900,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020929.pdf,35,SUBHOLDING OF: MORGAN STANLEY IRA - X142,reit,COLD:US,us,Americold Realty Trust,COLD:US,real-estate,fl,house,1948-05-16,Lois,female,Frankel,democrat
46,F000462,2022-06-06,2022-04-25,buy,house,168.69,48,89,6,8000,203999900,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020929.pdf,42,SUBHOLDING OF: MORGAN STANLEY IRA - X142,stock,AVY:US,us,Avery Dennison Corp,AVY:US,materials,fl,house,1948-05-16,Lois,female,Frankel,democrat
47,F000462,2022-06-06,2022-05-11,sell,house,47.66,169,315,22,8000,203999900,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020929.pdf,26,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,C:US,us,Citigroup Inc,C:US,financials,fl,house,1948-05-16,Lois,female,Frankel,democrat
48,F000462,2022-06-06,2022-04-27,sell,house,49.6,162,303,21,8000,203999900,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020929.pdf,40,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,C:US,us,Citigroup Inc,C:US,financials,fl,house,1948-05-16,Lois,female,Frankel,democrat
49,F000462,2022-06-06,2022-05-04,buy,house,242.92,34,62,5,8000,203999900,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020929.pdf,33,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,GD:US,us,General Dynamics Corp,GD:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,democrat
50,F000462,2022-06-06,2022-04-27,buy,house,60.5,133,248,17,8000,203999900,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020929.pdf,40,SUBHOLDING OF: MORGAN STANLEY IRA - X142,stock,GXO:US,us,GXO Logistic Inc,GXO:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,democrat
51,F000462,2022-06-06,2022-05-04,sell,house,180.2,45,84,6,8000,203999900,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020929.pdf,33,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,JNJ:US,us,Johnson & Johnson,JNJ:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,democrat
52,F000462,2022-06-06,2022-04-25,sell,house,186.01,44,81,6,8000,203999900,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020929.pdf,42,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,JNJ:US,us,Johnson & Johnson,JNJ:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,democrat
53,F000462,2022-06-06,2022-05-11,buy,house,51.03,157,294,20,8000,203999900,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020929.pdf,26,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,JCI:US,ie,Johnson Controls International PLC,JCI:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,democrat
54,F000462,2022-06-06,2022-04-27,buy,house,231.63,35,65,5,8000,203999900,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020929.pdf,40,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,PXD:US,us,Pioneer Natural Resources Co,PXD:US,energy,fl,house,1948-05-16,Lois,female,Frankel,democrat
55,F000462,2022-06-06,2022-04-25,buy,house,248.02,33,61,5,8000,203999900,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020929.pdf,42,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,SHW:US,us,The Sherwin-Williams Co,SHW:US,materials,fl,house,1948-05-16,Lois,female,Frankel,democrat
56,F000462,2022-06-06,2022-04-25,buy,house,26.46,303,567,38,8000,203999900,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020929.pdf,42,SUBHOLDING OF: MORGAN STANLEY IRA - X142,stock,VNT:US,us,Vontier Corp,VNT:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,democrat
57,F000462,2022-05-03,2022-04-13,sell,house,212.84,38,71,5,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,20,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,CB:US,ch,Chubb Ltd,CB:US,financials,fl,house,1948-05-16,Lois,female,Frankel,democrat
58,F000462,2022-05-03,2022-03-30,sell,house,54.97,146,273,19,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,34,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,C:US,us,Citigroup Inc,C:US,financials,fl,house,1948-05-16,Lois,female,Frankel,democrat
59,F000462,2022-05-03,2022-03-23,sell,house,56.35,143,267,18,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,41,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,C:US,us,Citigroup Inc,C:US,financials,fl,house,1948-05-16,Lois,female,Frankel,democrat
60,F000462,2022-05-03,2022-04-13,sell,house,101.5,79,148,10,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,20,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,FIS:US,us,Fidelity National Information Services Inc,FIS:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,democrat
61,F000462,2022-05-03,2022-04-06,sell,house,101.56,79,148,10,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,27,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,FIS:US,us,Fidelity National Information Services Inc,FIS:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,democrat
62,F000462,2022-05-03,2022-03-24,buy,house,65.58,123,229,16,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,40,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,JCI:US,ie,Johnson Controls International PLC,JCI:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,democrat
63,F000462,2022-05-03,2022-03-23,buy,house,64.76,124,232,16,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,41,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,JCI:US,ie,Johnson Controls International PLC,JCI:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,democrat
64,F000462,2022-05-03,2022-04-06,buy,house,174.02,47,87,6,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,27,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,NXPI:US,nl,NXP Semiconductors NV,NXPI:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,democrat
65,F000462,2022-05-03,2022-03-30,buy,house,257.93,32,59,4,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,34,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,PXD:US,us,Pioneer Natural Resources Co,PXD:US,energy,fl,house,1948-05-16,Lois,female,Frankel,democrat
66,F000462,2022-05-03,2022-04-13,buy,house,258.4,32,59,4,8000,203928469,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020919.pdf,20,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,SHW:US,us,The Sherwin-Williams Co,SHW:US,materials,fl,house,1948-05-16,Lois,female,Frankel,democrat
67,F000462,2022-04-06,2022-02-22,buy,house,321.11,26,47,4,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,43,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,ACN:US,ie,Accenture PLC,ACN:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,democrat
68,F000462,2022-04-06,2022-03-02,buy,house,738.04,12,21,2,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,35,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,BLK:US,us,Blackrock Inc,BLK:US,financials,fl,house,1948-05-16,Lois,female,Frankel,democrat
69,F000462,2022-04-06,2022-03-08,sell,house,32.28,249,465,32,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,29,SUBHOLDING OF: MORGAN STANLEY IRA - X142,stock,IAA:US,us,IAA Inc,IAA:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,democrat
70,F000462,2022-04-06,2022-02-22,sell,house,132.85,61,113,8,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,43,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,KMB:US,us,Kimberly-Clark Corp,KMB:US,consumer-staples,fl,house,1948-05-16,Lois,female,Frankel,democrat
71,F000462,2022-04-06,2022-02-21,sell,house,133.15,61,113,8,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,44,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,KMB:US,us,Kimberly-Clark Corp,KMB:US,consumer-staples,fl,house,1948-05-16,Lois,female,Frankel,democrat
72,F000462,2022-04-06,2022-03-09,buy,house,159.47,51,95,7,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,28,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,MAR:US,us,Marriott International Inc,MAR:US,consumer-discretionary,fl,house,1948-05-16,Lois,female,Frankel,democrat
73,F000462,2022-04-06,2022-03-02,sell,house,273.8,30,55,4,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,35,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,MCK:US,us,McKesson Corp,MCK:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,democrat
74,F000462,2022-04-06,2022-03-08,buy,house,272.75,30,55,4,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,29,SUBHOLDING OF: MORGAN STANLEY IRA - X142,stock,MCK:US,us,McKesson Corp,MCK:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,democrat
75,F000462,2022-04-06,2022-02-22,sell,house,103.72,78,145,10,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,43,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,MDT:US,ie,Medtronic PLC,MDT:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,democrat
76,F000462,2022-04-06,2022-03-09,sell,house,449.92,19,34,3,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,28,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,NOC:US,us,Northrop Grumman Corp,NOC:US,industrials,fl,house,1948-05-16,Lois,female,Frankel,democrat
77,F000462,2022-04-06,2022-02-22,buy,house,47.53,169,316,22,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,43,SUBHOLDING OF: MORGAN STANLEY IRA - X141,stock,PFE:US,us,Pfizer Inc,PFE:US,health-care,fl,house,1948-05-16,Lois,female,Frankel,democrat
78,F000462,2022-04-06,2022-03-08,sell,house,328.91,25,46,4,8000,203877897,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020648.pdf,29,SUBHOLDING OF: MORGAN STANLEY IRA - X142,stock,SEDG:US,il,SolarEdge Technologies Inc,SEDG:US,information-technology,fl,house,1948-05-16,Lois,female,Frankel,democrat
